YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED
2023,5,9,2,5/9/2023 0:00,B6,N949JT,10721,1072102,30721,BOS,"Boston, MA",MA,Massachusetts,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,Florida,700,656,-4,0,0,21,717,1004,3,1015,1007,-8,0,0,0
2023,5,11,4,5/11/2023 0:00,AA,N663AW,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,14685,1468502,34685,SAV,"Savannah, GA",GA,Georgia,1308,1302,-6,0,0,13,1315,1351,4,1413,1355,-18,0,0,0
2023,5,5,5,5/5/2023 0:00,AA,N103NN,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,12478,1247805,31703,JFK,"New York, NY",NY,New York,1523,1514,-9,0,0,18,1532,2308,9,2359,2317,-42,0,0,0
2023,5,25,4,5/25/2023 0:00,DL,N928AT,13487,1348702,31650,MSP,"Minneapolis, MN",MN,Minnesota,13198,1319801,33198,MCI,"Kansas City, MO",MO,Missouri,757,746,-11,0,0,18,804,904,4,928,908,-20,0,0,0
2023,5,8,1,5/8/2023 0:00,9E,N906XJ,11996,1199603,31871,GSP,"Greer, SC",SC,South Carolina,12953,1295304,31703,LGA,"New York, NY",NY,New York,600,603,3,3,0,16,619,746,7,807,753,-14,0,0,0
2023,5,31,3,5/31/2023 0:00,OH,N558NN,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,15412,1541206,35412,TYS,"Knoxville, TN",TN,Tennessee,2021,2015,-6,0,0,21,2036,2111,5,2127,2116,-11,0,0,0
2023,5,26,5,5/26/2023 0:00,UA,N39450,12339,1233904,32337,IND,"Indianapolis, IN",IN,Indiana,12266,1226603,31453,IAH,"Houston, TX",TX,Texas,1350,1349,-1,0,0,15,1404,1454,4,1526,1458,-28,0,0,0
2023,5,16,2,5/16/2023 0:00,WN,N208WN,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,1520,1540,20,20,1,21,1601,1824,3,1810,1827,17,17,1,0
2023,5,23,2,5/23/2023 0:00,UA,N849UA,15304,1530402,33195,TPA,"Tampa, FL",FL,Florida,12264,1226402,30852,IAD,"Washington, DC",VA,Virginia,848,842,-6,0,0,13,855,1038,5,1105,1043,-22,0,0,0
2023,5,26,5,5/26/2023 0:00,WN,N8796L,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,13232,1323202,30977,MDW,"Chicago, IL",IL,Illinois,935,957,22,22,1,16,1013,1507,2,1450,1509,19,19,1,0
